id,email,name,segment,acquisition_channel,registration_date,country,city,is_active,lifetime_value
b21e3959-ba6d-4788-b83e-b146520d6b2b,richarddavid@example.net,Kristopher Harvey,Standard,Paid Search,2024-07-17 20:53:43.893910,NL,Sarahborough,True,578.78
5eac7310-05c8-4fee-be17-d5eee6ef17d9,john62@example.net,Joyce Hickman,Standard,Referral,2024-07-11 20:36:48.334462,BN,South Christineshire,False,465.58
1e1eb3da-83b0-4ace-84a9-0932d4e7ff28,medinawilliam@example.org,Shirley Suarez,Standard,Email,2025-07-04 11:16:08.906503,MN,Ericside,True,555.95
ae5073b2-c618-4c7b-823d-5debda7b975f,contrerasangela@example.net,Shawn Baker,Standard,Email,2024-08-17 21:49:42.044326,CD,West Juan,True,729.66
825222ad-5db4-4f62-b37f-ec62e128a515,james48@example.com,Terry Williams,Standard,Social Media,2023-02-24 19:37:44.231541,ZW,Calderonton,True,419.01
1f8c3e85-d4a5-416c-9abd-9c17530877d0,danagreen@example.net,Michael Hoffman,Basic,Email,2022-07-12 21:53:02.123444,CG,Lake Rebeccaside,True,1873.31
df4139f3-c713-4db6-b7e9-1427d211804d,brandi26@example.org,Jacob Fitzpatrick,Premium,Email,2022-08-17 12:05:02.324072,BB,Jasonbury,True,1218.26
a8dea0a4-58f6-427f-8fe4-9cba78f732b8,kimberly69@example.net,Timothy Hancock,Standard,Direct,2024-07-08 19:10:35.707016,EE,Johnsonmouth,True,1458.25
18a294a9-3659-4ad6-8858-2df791b1c9d7,vpham@example.org,Richard Rodriguez,Standard,Email,2024-11-12 07:16:43.326688,AZ,Walkermouth,True,758.91
9553a32b-3ad6-419a-be41-6a11f6ee2717,jeffreykeller@example.com,Sean Rasmussen,Premium,Paid Search,2023-07-27 03:42:26.771247,IT,Darlenefurt,True,1280.0
b325ca84-085d-434c-9d5c-004b3f299941,sheila14@example.org,Victoria Johnson,Basic,Paid Search,2024-07-22 14:07:12.604935,UG,Reedmouth,True,1369.23
5eaa9bfd-61f2-4063-bb87-cce482a7df57,cruzbarbara@example.com,Jeffrey Meyer,Standard,Email,2023-10-30 04:36:50.755958,SO,West Ryan,True,1552.0
d7db113d-095b-44db-bb23-933e12536495,cindy14@example.net,Jason Powell,Standard,Direct,2025-05-13 17:27:35.952797,KE,East Robert,True,64.2
05fb8574-ba12-495d-8709-06aeca7f7bd3,christinaturner@example.net,Elizabeth Clark,Premium,Organic Search,2025-05-04 09:38:55.303670,TT,Stevenmouth,True,535.48
ee0e33a7-1632-4613-82ca-3b968152b003,yleon@example.net,Bradley Robertson,Basic,Referral,2024-07-18 07:48:01.696571,ZW,Clarencebury,True,1885.82
f3ad632c-f16a-4bac-9087-f9201b9d7b97,lindsayhernandez@example.org,John Atkinson,Standard,Paid Search,2024-07-15 05:20:17.073147,BN,Perryshire,True,629.36
03ea3498-b4cb-444a-9aa1-93727aac58e1,psnyder@example.org,Abigail Potter,Standard,Paid Search,2023-02-07 01:45:35.304677,CD,Robinsonhaven,True,791.26
aff2d062-5f3c-40a8-8a45-bf8ab05dd711,samanthamartinez@example.org,Mary Travis,Basic,Email,2023-11-30 01:02:25.199020,UG,Stephaniemouth,True,917.7
7fe65df6-a939-43ce-9e91-60a479d8588f,jrivas@example.com,Natasha Wells,Standard,Organic Search,2024-05-10 07:43:53.827539,IL,Port Dana,True,493.26
4ed4b4b9-a571-4ea7-b1dd-77d9785fe198,rsims@example.com,Dustin Nelson,Standard,Referral,2024-10-25 03:27:31.781659,LB,East Edwardfurt,True,525.48
eef225e1-8f35-4e1f-bf29-b3b05e19dbc0,calebrussell@example.net,Antonio Wall,Premium,Organic Search,2024-08-07 09:38:04.071912,MW,Port Nicoleshire,True,1795.65
047a5c80-1878-47f7-ace9-f176c0b4e024,benderkenneth@example.com,Tiffany Barnes,Basic,Email,2023-08-29 19:37:42.127841,AE,South Jeffrey,True,438.64
0f483c20-5461-4023-9ae5-d36bb1525b83,priceelizabeth@example.com,Sara Calhoun,Standard,Social Media,2023-10-29 13:56:33.506218,VU,South Brittanytown,True,1019.05
ccba9453-d994-4fc8-9550-2ea057eeed8b,dtaylor@example.org,James Lewis,Premium,Social Media,2022-10-09 00:13:54.703949,LR,Kathleenfurt,False,94.23
e668f982-dbcc-4563-8b9b-209743de8b2f,fking@example.com,Joshua Cooke,Basic,Social Media,2023-05-09 22:02:02.679902,MG,Lake Casey,True,1254.89
53a7ecf6-2660-409f-80f1-df911eacacaf,websterstefanie@example.org,Lisa Allen,Premium,Paid Search,2025-05-22 22:38:58.130244,PY,New Staciemouth,True,844.32
9e51e1a4-05dc-413e-bbe4-85bd5d321d2f,gary91@example.org,Ashley Johnson,Premium,Organic Search,2024-08-13 10:40:05.316587,KR,Sandersborough,False,763.24
ffb6f070-ae73-4659-97c1-af36728957ed,curtisbarton@example.net,Barbara Riggs,Standard,Paid Search,2022-09-30 07:08:33.364670,BB,Amandastad,True,1058.23
8b0f1876-f16a-4174-833b-a869c20a6a64,alexander67@example.org,Jack Snow,Premium,Direct,2022-09-22 14:00:59.589316,PK,South Gregory,True,1721.56
182848d6-ee88-4660-9ca1-ee7ec8644eb6,christina87@example.com,Nicholas Adams,Standard,Social Media,2024-01-31 17:09:44.055989,HN,West Nicolebury,False,1441.44
0f0adcff-1ef6-483d-87ca-d484c1d40c9c,frogers@example.com,Daniel Salinas,Standard,Direct,2024-10-08 08:07:36.699629,LV,Nicoleview,True,1073.94
fe75e4c0-6151-4160-afee-2e89a1fe58df,christophercortez@example.com,Cynthia Alvarez,Basic,Organic Search,2024-03-09 00:26:03.217681,LC,Westtown,True,1281.92
69443d90-f64d-4e7b-809a-b7960dd2c4fe,richardsanchez@example.net,Kara Schmidt,Standard,Direct,2022-10-18 23:41:31.052108,NO,Michaelmouth,True,869.53
fc4d1c29-f3c7-48b3-853d-c716da30b613,jerry35@example.org,Tiffany Vaughn,Basic,Referral,2023-05-01 21:00:25.492453,FI,Lake Todd,True,1907.63
50adeb1e-df90-4291-b70e-e474d480caf8,tina34@example.org,Eric Erickson,Standard,Direct,2024-09-09 23:15:23.767159,CN,Brandonton,True,526.78
2a345803-3eb8-443d-88ca-e85d1a9058ad,danamullins@example.org,Laura Harrison,Standard,Organic Search,2024-03-06 08:28:39.485489,OM,Jackton,True,357.3
b1c08ae8-30cf-4881-a8dc-efad67191a57,ewilson@example.com,Kenneth Parks Jr.,Basic,Paid Search,2023-04-11 16:08:12.743475,TM,Christopherbury,True,1741.04
b3467743-11bc-4ade-b5cd-6132dffe1459,yobrien@example.net,Joseph Hayes,Premium,Referral,2022-11-15 19:35:45.032484,PA,Michellechester,True,1277.9
5834bd4e-8fe5-4745-ae7c-df3995b8fa14,lynchjody@example.org,Deborah Miller,Standard,Organic Search,2023-06-08 15:18:42.248805,GY,New Charles,True,305.68
23a33880-4dbb-46de-9a29-1c54e436a4fb,enorris@example.com,Dwayne Campbell,Standard,Email,2022-07-11 23:00:22.215365,PH,Lake Jesusview,True,1078.76
ed8438d4-c9f6-42dd-882b-97e2f359c6d7,ronaldstephens@example.net,Derek Thomas,Basic,Referral,2024-11-18 06:22:34.150876,BH,Port Kyle,True,1060.71
1336d9df-d368-435b-8928-62024a563971,scott74@example.net,Dillon Fernandez,Standard,Referral,2024-10-06 16:11:34.331537,OM,New Billchester,False,648.31
737d3787-76f0-4e87-865e-a1f01a08cfce,anthony39@example.net,Yvonne Chambers,Standard,Social Media,2024-09-20 20:53:10.300505,IQ,Port Katelynfort,False,1858.2
53443dd5-db8a-46f6-8a0b-3e832ab28552,lmoon@example.net,Robert Costa,Standard,Email,2024-01-28 15:58:45.770775,PW,Rickymouth,True,1663.33
899d87ef-5c20-405f-a0cc-897438911313,marksteele@example.com,Jennifer Hodges,Basic,Referral,2024-07-12 07:19:49.734141,AZ,Millerview,True,115.85
40315882-b9f2-4a2d-b7ba-61a94a4dd8d9,ahancock@example.net,Julia Brown,Standard,Referral,2023-06-28 05:51:47.587696,SI,Cindyfort,True,1893.9
dbf22bec-2e03-4ac6-af46-6e8b6c6eb005,harrisandrea@example.com,Michael Martinez,Basic,Email,2024-05-24 07:11:26.703886,ZM,Lake Eric,False,971.98
8eef7ee1-59cf-4c45-a8e3-7093b0106062,hdavis@example.com,Maria Moore,Standard,Email,2024-03-03 14:12:34.367456,VC,Williamview,False,1521.2
ff162b55-46ed-408e-a57b-b6803782eb12,pbaird@example.com,Janet Weeks,Basic,Social Media,2023-10-07 06:54:28.187681,SE,Port Chad,True,256.78
22a9c965-f75e-4054-8488-64587ac6ff44,ymorgan@example.net,Aaron Barber,Standard,Email,2024-11-01 15:53:46.526960,TZ,Grimesmouth,True,1099.61
ac2ec8fd-7e82-4837-aeeb-c2c28ad6d599,martin86@example.com,Sheila Pollard,Standard,Direct,2024-02-19 03:50:46.315986,GY,Hallchester,True,1744.87
3230326b-e30a-4042-b8c8-609caa3e41bd,zthornton@example.com,Matthew Hoover,Premium,Organic Search,2022-08-25 20:26:49.884180,CZ,Hannaberg,True,423.6
20a8c740-7e33-4498-ba86-a9b2bf0da3b1,molly71@example.net,Alexis Thomas,Standard,Organic Search,2024-01-10 09:31:58.659647,TD,North Terrance,True,1459.86
673dbe01-0af2-4ab8-bb4b-b56e0ae4477d,cindy61@example.com,Shannon James,Basic,Organic Search,2025-06-05 00:03:40.300816,LB,Brennanton,True,623.43
a5f4f731-0dd9-4c59-a89c-004ce0b45c8a,crystalmccall@example.org,Jessica Garcia,Standard,Direct,2024-05-15 14:08:46.661498,ZW,South Garrettport,True,1299.76
318bae3e-145c-45c5-9eb9-dd1f16a08d0e,nguyenbrian@example.com,Charles Schmidt,Standard,Organic Search,2025-03-24 22:14:14.866524,TM,East Gregory,True,1035.15
3f729fe2-4192-4b90-a435-17d1cd812377,pharvey@example.com,Briana Murray,Standard,Organic Search,2024-05-06 20:37:05.239029,IE,Scotttown,True,449.39
9c83ddf9-388d-490a-9405-7ac660180c66,rsantana@example.net,Jeremy Reed,Premium,Email,2025-03-19 23:29:28.669044,TZ,Daniellechester,True,1176.62
a8ef2902-e582-4559-8225-ff5e0bf7a7b2,mbruce@example.com,Ashley James,Standard,Social Media,2024-08-03 10:00:34.809811,MK,Victoriaport,True,440.43
fab5b945-3d99-4e8d-810c-e84ff20b6bcc,khill@example.net,Valerie Lozano,Standard,Organic Search,2022-08-02 01:35:37.292801,CH,Wallport,False,1262.21
b82b1c26-c131-4af0-87a7-2d568cd3a3d0,catherinegomez@example.net,David Campos,Standard,Direct,2024-11-05 00:31:10.893176,KM,Lake Colton,True,1810.84
a710f0b4-0dc1-41fb-a5f6-62c60e4d9c5c,parkerscott@example.net,Carlos Browning,Basic,Email,2024-05-26 13:05:00.578296,LR,Thompsonberg,True,141.71
28e40dbe-fa60-4c22-915f-688f93e8c85e,alyssa42@example.com,Terry Coffey,Standard,Paid Search,2024-11-16 19:47:22.414923,KE,Lindamouth,True,1337.96
6c8b7c41-c2b6-4bc6-97a4-2c95c545f1f2,karenperez@example.net,Veronica Coffey,Basic,Referral,2025-05-29 02:06:59.317702,TH,Christopherfurt,True,264.62
cb6e5130-2651-4d19-ad19-ff28875d6a0f,gibsonemily@example.net,James Little,Standard,Organic Search,2022-07-24 06:39:52.973483,MR,Lake Jesustown,True,1142.09
806e2dda-0517-4494-940d-3bf1b045bf30,rose31@example.net,Susan Turner,Standard,Paid Search,2024-05-17 21:02:21.768854,NE,East Brandonton,True,1569.24
8b47680c-7fee-41bd-9170-081a43766d4d,pwilson@example.net,Jesse Santiago,Standard,Direct,2023-06-07 12:36:09.508816,CH,Matthewsberg,True,380.82
674f7e16-7c78-4a5c-8c1c-0069109bed49,basschristina@example.com,Jacob Ramos,Premium,Organic Search,2025-03-05 04:36:58.087840,GW,Corystad,False,862.1
85901ad3-63de-435b-9ed5-4fe410c1df19,bruce43@example.org,Samantha Davis,Standard,Direct,2024-02-25 14:36:47.355414,GH,North Kristinbury,True,934.05
0cc14b72-7d52-41cc-aa7a-8090f5f4b8f7,caseyhubbard@example.org,Robin Hall,Premium,Email,2025-06-26 11:56:31.650882,CY,West Micheleberg,True,1346.73
3bfc66df-1f7a-4b11-8cb9-e1a33d806eca,lauren10@example.org,Richard Young,Standard,Direct,2025-06-25 01:55:26.310025,LI,East Josephberg,True,196.84
bc84b08d-667a-4f5c-87d7-a7e3df9c0f98,reesethomas@example.com,Ashley Gordon,Standard,Email,2024-09-28 17:48:33.729205,VE,Lake Kristahaven,True,678.61
0bac6f56-a353-4054-ae00-1b16a7990601,browntimothy@example.com,Brian Joseph,Premium,Social Media,2023-06-04 12:41:56.988198,PA,North Marcberg,True,497.31
257d0797-3711-4933-b8cc-4ad9bf492cc4,claudia98@example.net,Zachary Schmidt,Standard,Direct,2022-09-18 23:54:21.690320,PH,Garciaville,True,897.23
08e6a3ef-489a-4216-accd-ee316683ce84,russellbeasley@example.com,Jesse Perry,Standard,Email,2025-01-28 10:46:16.820662,BY,Ronaldview,True,557.09
f7f16cce-bae1-4103-854f-99783d21f8ad,gloriawells@example.org,Anna Davis,Basic,Direct,2023-08-23 03:44:26.743255,SZ,Lisaside,True,1846.53
87e9eb7a-9fdb-4e52-a9f9-6a099089ebb8,elizabeth65@example.net,Jenny Moon,Standard,Organic Search,2022-09-12 17:58:42.660543,BF,Carolinestad,True,1722.7
a92146b6-76bd-47ea-b32a-ce46a8cf090c,ericolson@example.org,Justin Wilson,Premium,Social Media,2022-10-30 13:03:18.125003,IT,Port Roy,True,101.18
e1b7d08e-ccf6-4126-97a1-4812af833aa2,lynchdiane@example.net,Christopher Park,Premium,Referral,2024-03-14 16:30:50.665352,KR,Michaelburgh,True,1672.06
1ac485e7-b33f-400d-b0e4-293257498ebb,vjones@example.net,Anna Moreno,Basic,Email,2025-02-16 03:39:54.359248,MT,Chavezburgh,True,1852.73
6c05bb41-ab96-406b-bbaf-d1d207b87067,kimberly99@example.org,Brittney Webster,Standard,Social Media,2023-08-18 12:01:54.235841,BE,West Scottchester,True,332.62
78581091-68a2-4901-97df-71f83401d0b7,nperry@example.net,Jeffrey Campbell,Basic,Social Media,2023-12-23 04:13:25.619665,GD,Roseport,True,427.49
92eab5f9-1a9a-4854-a3bc-01d8cf279685,djoyce@example.org,Tony Saunders,Standard,Email,2022-08-27 18:59:42.164572,IE,Marktown,True,117.27
eeddb924-d39f-48ea-b34d-0d6b7dcb44fd,ythompson@example.net,Kathryn Whitaker,Basic,Paid Search,2024-01-05 00:31:23.515972,MH,South Michelleton,True,1970.62
992e01c0-3b1a-43cb-87ca-1b6e68ea7790,umorse@example.net,Jared Bowman,Basic,Social Media,2023-10-30 00:01:50.840827,JP,South Andrewmouth,True,1568.14
de8cf248-b146-4084-96da-95fb34f207ff,xcollier@example.org,Brian Graham,Standard,Organic Search,2023-01-13 08:26:20.754947,MZ,South Monicamouth,True,846.01
290f17c7-3efd-4eac-9773-0bb64854431e,charlesschultz@example.net,Susan Bailey,Standard,Direct,2023-03-08 19:23:03.902507,ZA,East Curtis,True,1990.85
1e315c15-1c07-4ebf-885f-c62ed22121ca,carriewolf@example.net,Trevor Burton,Standard,Email,2023-04-15 11:54:35.818294,PL,Maldonadoshire,True,1436.82
a3c06e01-a22a-4fa1-a1c8-64908aef04a1,michelle52@example.com,Jeremy Turner,Premium,Organic Search,2024-06-12 13:34:41.351978,IS,West Williamport,True,593.42
cb17205e-e9a1-41e3-b3b6-76aa2d516362,brownmarie@example.org,Vanessa Davis,Standard,Organic Search,2023-11-26 23:12:48.234323,UG,Fordside,True,1158.36
c32bc735-1de4-4333-95d0-805e90782ab9,colelisa@example.net,Larry Mason,Standard,Direct,2025-05-19 14:20:03.381494,BH,Garciamouth,True,1495.95
161d2e80-eed2-4c75-9ad5-4cd3ff36fdf3,wagnergerald@example.org,Wendy Warren,Basic,Referral,2025-06-19 10:42:38.298313,VA,West Nathan,False,1168.36
f5d43f4f-ac00-4346-9254-858efe57ee21,rschroeder@example.net,Mark Cook,Basic,Organic Search,2023-05-14 23:58:24.929291,LS,New Erikaport,True,1705.44
48092de8-17ce-404e-9885-33d9c75865c4,mathewaguilar@example.org,Emily Douglas,Standard,Social Media,2023-04-11 03:26:44.377869,HR,Andersonland,True,1921.56
54fdab30-eb43-4f4c-9ea8-113e7d558068,vschneider@example.org,Sandra Rodgers,Basic,Social Media,2023-06-13 05:48:12.674702,LA,Lake Ellenhaven,False,371.65
30e1427c-1896-414e-a189-d4d67855cc7a,kyle35@example.com,Zachary Moore,Basic,Direct,2023-08-09 11:44:12.141394,KE,New Kellihaven,True,1350.43
7064ebae-14be-470b-a60b-460fd3742b5c,nancy92@example.net,Christopher Guerra,Basic,Email,2022-08-19 09:17:53.952969,VU,Lake Samuel,True,239.77
17e6f390-fad2-4879-8c96-8c6853632e71,tarabishop@example.net,Cynthia Allen,Premium,Email,2023-10-02 05:06:21.208968,PW,West Erika,True,492.43
c2901f91-bc9a-48ca-ab2e-44ef9943a884,smurray@example.com,Jennifer Martin,Basic,Email,2024-03-25 01:07:13.616993,FR,Port John,True,1238.76
f98f354a-d4da-4a3c-988a-d41c40b4f436,angela18@example.org,Phillip Nelson,Standard,Direct,2024-06-10 13:54:23.722714,SG,Port Samuel,True,1167.34
1504f336-460f-484f-844c-1ea58fba35c9,lisawilkerson@example.org,James Brooks,Basic,Organic Search,2025-05-11 00:44:11.463282,MV,West Jeffreymouth,True,1869.41
f071a708-6ed5-4058-98cd-c934e6ae9999,lacey20@example.com,Kaitlyn Guerra,Premium,Direct,2025-04-23 22:49:53.014466,PS,Westtown,True,1432.38
443c5c2b-9f94-4112-abc1-2c3e7002a468,scottmary@example.net,Lisa Henderson,Standard,Direct,2025-03-27 14:13:47.911764,JO,West David,True,791.57
10e54d70-4e40-42ea-998e-72e268829af3,fbrown@example.net,Lynn Andrews,Standard,Referral,2023-03-27 06:57:08.387958,VC,West Ruben,True,599.99
24565d82-7f2f-4fd5-a5a5-f31352290ca2,ashleylopez@example.net,William Jones,Standard,Organic Search,2024-05-12 16:27:42.081792,SL,South Morganton,True,1503.73
6b3b0395-fe9e-4fdc-8ead-ba7501abd115,jon05@example.org,Nicholas Fuller,Premium,Direct,2024-06-04 13:03:17.047860,TT,Dennisstad,False,916.57
e31d43fe-86ab-4a0f-bb90-5ceeeed3879b,mariacohen@example.net,Clarence Taylor,Standard,Email,2024-02-27 07:19:05.829671,VC,Johnsonborough,True,1992.19
c5ea2c0c-b69b-4290-8e71-c9e3eb62f843,ninastewart@example.com,Virginia Daniels,Standard,Social Media,2022-08-26 00:37:40.228354,ID,Port Deborahport,False,426.31
ec317855-243d-4b13-a800-50e3d7a31a16,glennmartin@example.org,Jessica Ross,Standard,Organic Search,2023-08-04 04:05:30.495897,OM,Morganburgh,True,1866.52
7fe861bb-2e5b-4b37-93d0-980302ec43fd,zrichardson@example.net,Bradley Coleman,Standard,Social Media,2024-01-03 17:26:13.666531,NR,New Kelly,True,1758.54
5c26db78-c8da-4931-bfb0-07a557795819,donna47@example.net,Carol Wallace,Standard,Direct,2022-10-29 10:41:16.270097,PE,Lake Mollystad,True,315.49
97dc3850-8770-403e-9d4b-1e0fd0ec222d,yhill@example.org,Mark Cox,Standard,Direct,2024-05-12 17:33:48.708865,AE,North Douglas,True,1407.08
30bfcc9d-7d3c-46d6-830a-4fa95cf248a8,ejohnson@example.org,Holly Reyes,Basic,Social Media,2024-05-04 18:09:24.132549,TN,New Ericmouth,True,1974.47
8015c8c4-4f6f-4c25-a753-171a10c45c5f,scott19@example.org,Jennifer Banks,Basic,Social Media,2025-05-13 16:07:11.870864,HU,North Jillfort,True,15.65
b1517098-68ea-4b20-a57b-4161e764c658,greenjorge@example.com,Logan Benson,Standard,Referral,2024-01-27 07:56:03.800325,RW,North Derek,True,598.76
3d6afe96-edfc-4fc0-8946-11210ba0f8f0,rachelwallace@example.org,Tracy Downs,Standard,Email,2022-09-28 04:00:32.951668,TL,Jennaside,True,1877.86
692ae8a9-0d54-4cdc-80eb-1ce40fea031a,melissa25@example.net,William Conner,Standard,Organic Search,2024-02-23 02:16:26.538867,GW,Johnsonside,True,230.86
70907879-6460-4c6a-9372-c5538e491272,jlara@example.org,Angelica Parker,Premium,Referral,2024-03-27 01:58:52.165422,VC,Foxchester,True,1106.45
2bd8de67-bfd6-453d-80f7-a31d9875b424,martinezlogan@example.org,Michael Cooper,Standard,Email,2024-12-27 04:13:43.206054,TG,Port Tammy,True,1209.66
3e35fdc1-bcce-4db4-a0a0-c97651a7a937,guerraapril@example.com,Frank Fletcher,Premium,Organic Search,2023-10-26 01:19:34.165852,LY,Meghanview,True,407.19
326c1a67-f92c-402b-aa38-08b0f6f4a0b2,david49@example.net,Martin Vargas,Premium,Email,2023-02-09 02:50:54.548262,TT,East Donna,True,527.97
a6c7e80c-4494-4a24-9e8a-89e6d5177efe,megan90@example.org,Travis Wise,Basic,Referral,2024-09-05 15:19:25.079572,IN,Port Ashley,True,1810.67
a4eb3f3b-614f-4450-8d7c-f457fdcdc6fd,jimenezcourtney@example.com,Elizabeth Sanchez,Standard,Direct,2024-05-16 07:12:44.286736,LA,Evansland,True,184.6
640b30bc-f552-4853-a933-0463ffc8bb9e,scottwashington@example.org,Charles Hensley,Standard,Organic Search,2024-08-01 13:18:21.061904,LB,Theresaberg,True,553.36
beba9710-76f5-4336-919e-934124b8f152,floressteven@example.com,Charles Williams,Basic,Referral,2024-10-19 12:03:44.275578,MV,Wrightburgh,False,1542.24
1a6f9da3-7def-4211-8b0e-8cbe40a4aa0f,james27@example.net,Shawn Jimenez,Standard,Referral,2024-12-16 08:53:47.925815,BW,Wagnerbury,True,523.91
80fb9094-5041-4d01-ade2-a4e4c33bfc52,brandon47@example.net,Martha Ruiz,Standard,Email,2023-03-01 18:21:18.230599,SO,Port Danielberg,True,1103.36
a45ebb65-9599-4c2e-be05-171c9d35900e,kathryn50@example.com,Justin Cox,Basic,Referral,2025-03-01 22:49:38.596855,JO,South Williamside,True,19.34
c7bbe8cf-2ac0-4c57-b878-afe1ed2857de,andersoncolin@example.com,Gina Mcmillan,Standard,Organic Search,2023-05-11 12:32:05.732563,TW,East Carrie,False,1766.21
901793f8-2543-43c2-bbe2-98557f7a2a0d,williamsderrick@example.com,Kelly Hernandez,Standard,Paid Search,2023-09-21 20:01:49.756928,SG,West Sarah,True,1091.18
93d1d063-58f9-4083-9d79-c8696fa10720,vewing@example.com,Katie Hicks,Standard,Direct,2023-06-23 01:06:55.360900,RW,Thomastown,True,1165.02
90d99aed-d20a-480a-be48-235c338c0107,whitneybrandy@example.net,Lori Carlson,Standard,Direct,2023-08-16 15:27:01.478417,IN,Lake Brett,True,254.89
f71e9872-19f2-4ca5-83d0-416abefbb615,rhernandez@example.org,Travis Rodriguez,Premium,Direct,2023-12-17 11:08:17.287591,AM,Edwardsberg,True,1797.96
36881c65-a4c8-4754-ad49-2e9305485e62,roberthampton@example.com,Nancy Brown,Standard,Social Media,2023-10-04 12:22:10.489420,CU,New Mark,True,1721.41
5cd412b4-cc16-4632-a5b8-b91601105dac,ledwards@example.com,Gloria Gomez,Standard,Paid Search,2024-07-03 15:24:19.872132,WS,Chelseaborough,True,420.15
bed97595-ac48-4b50-a4f2-32225b408148,angela34@example.com,Melissa Burns,Basic,Organic Search,2025-05-23 00:00:41.423811,QA,Annview,True,205.59
4073b1ad-3ddd-4ee5-9e58-ce56a458f198,zhuang@example.com,Regina Roberts,Premium,Direct,2023-05-20 08:43:11.038581,JO,West Sandraview,True,1768.27
4b3f1091-58e1-49e0-8aca-7b99561967ea,jamesryan@example.net,Breanna Gilbert,Standard,Referral,2024-10-04 21:36:42.214711,TZ,East Brent,True,1241.32
f53d4ffe-daec-4e8e-94a5-0d4b2180091e,danawilliams@example.com,John Maldonado,Standard,Paid Search,2025-03-26 20:31:26.635699,CU,New Tiffanyburgh,True,1859.76
3a759623-a3b6-4adf-a736-89e7262c4dc1,mwoods@example.com,Matthew Velez,Basic,Organic Search,2023-09-27 21:12:04.074693,BT,New Joanne,True,1952.41
